filename,file_size,num_sections,num_imported_functions,num_suspicious_imports,num_exported_functions,has_signature,avg_section_entropy,label
_cffi_backend.cpython-37m-darwin.so,218744,15,235,3,2,0,2.620370718368304,1
_uuid.cpython-37m-darwin.so,28896,10,8,1,1,1,2.1414737059792968,1
_csv.cpython-37m-darwin.so,54144,13,54,1,1,1,2.5393579496789482,1
_codecs_tw.cpython-37m-darwin.so,130336,13,16,1,1,1,2.433993157040681,1
_pickle.cpython-37m-darwin.so,146896,12,166,1,1,1,3.0319687052087905,1
_sha1.cpython-37m-darwin.so,35888,11,22,1,1,1,2.5342112400026404,1
_datetime.cpython-37m-darwin.so,123312,13,94,2,1,1,2.7747982005378065,1
_json.cpython-37m-darwin.so,57456,12,63,1,1,1,2.5049476653602163,1
readline.cpython-37m-darwin.so,53792,12,100,5,1,1,2.8196580222368444,1
_codecs_cn.cpython-37m-darwin.so,164752,13,16,1,1,1,2.584054638890864,1
select.cpython-37m-darwin.so,53632,11,71,1,1,1,3.147417723755777,1
_posixsubprocess.cpython-37m-darwin.so,36192,10,49,2,1,1,2.815979911093266,1
_testcapi.cpython-37m-darwin.so,139968,13,235,2,1,1,2.6106159810267826,1
_sha3.cpython-37m-darwin.so,109856,10,42,1,27,1,2.8606405791574003,1
_hashlib.cpython-37m-darwin.so,44656,12,60,1,1,1,2.5500282358170177,1
zlib.cpython-37m-darwin.so,53200,12,51,1,1,1,2.6408841125231475,1
Python,3271840,14,572,19,1870,1,3.1758141417985475,1
_struct.cpython-37m-darwin.so,70416,13,75,1,1,1,2.5735440464234456,1
_tkinter.cpython-37m-darwin.so,85824,11,168,1,3,1,2.8894248990698324,1
_heapq.cpython-37m-darwin.so,39568,10,14,1,1,1,2.7792317682298187,1
termios.cpython-37m-darwin.so,40208,12,34,1,1,1,2.589496539640465,1
_scproxy.cpython-37m-darwin.so,31744,10,39,1,1,1,2.4043508107245386,1
math.cpython-37m-darwin.so,63632,12,84,1,2,1,3.009434211525244,1
_multiprocessing.cpython-37m-darwin.so,37456,11,46,1,4,1,2.549768396942183,1
_codecs_hk.cpython-37m-darwin.so,172576,13,21,1,1,1,2.1664205373577134,1
_decimal.cpython-37m-darwin.so,427440,13,144,1,2,1,3.2120996822377252,1
_socket.cpython-37m-darwin.so,109280,12,141,6,1,1,2.754096227723472,1
_sha512.cpython-37m-darwin.so,44848,11,23,1,1,1,2.516463157265631,1
binascii.cpython-37m-darwin.so,48096,13,37,1,1,1,2.8222691095701764,1
mmap.cpython-37m-darwin.so,44048,10,57,2,1,1,2.9600900193119775,1
_random.cpython-37m-darwin.so,36064,11,38,2,1,1,2.5722986694608245,1
array.cpython-37m-darwin.so,78720,13,93,1,1,1,2.606892196476749,1
_opcode.cpython-37m-darwin.so,29184,10,10,1,1,1,2.409708439105293,1
_codecs_kr.cpython-37m-darwin.so,152256,13,16,1,1,1,2.454825623232555,1
_queue.cpython-37m-darwin.so,37536,12,31,1,1,1,2.419166988776102,1
grp.cpython-37m-darwin.so,31568,12,29,1,1,1,2.4101311590000942,1
_ctypes.cpython-37m-darwin.so,158432,13,208,2,61,1,2.7074247183408056,1
resource.cpython-37m-darwin.so,35216,12,24,1,1,1,2.519693449531504,1
_contextvars.cpython-37m-darwin.so,29152,10,7,1,1,1,2.2203374373755684,1
_bz2.cpython-37m-darwin.so,38560,11,44,2,1,1,2.6832443143719193,1
pyexpat.cpython-37m-darwin.so,264688,13,86,1,83,1,3.003905338680006,1
_md5.cpython-37m-darwin.so,35824,11,22,1,1,1,2.531639986137309,1
_sha256.cpython-37m-darwin.so,44832,11,23,1,1,1,2.5306056739927345,1
_ssl.cpython-37m-darwin.so,141696,13,287,7,1,1,2.8132315192640203,1
_bisect.cpython-37m-darwin.so,30544,10,13,1,1,1,2.6305973092599144,1
_multibytecodec.cpython-37m-darwin.so,60080,11,69,1,1,1,2.7103818249578464,1
_blake2.cpython-37m-darwin.so,58944,13,40,1,15,1,2.802162417987216,1
md.cpython-37m-darwin.so,33600,8,3,1,2,0,1.985382498447788,1
md__mypyc.cpython-37m-darwin.so,244456,13,232,2,291,0,2.531038932104391,1
_openssl.abi3.so,6013272,14,139,5,7754,0,2.9351487170721584,1
_rust.abi3.so,2049488,17,270,2,1,0,2.514829516083829,1
_strxor.abi3.so,16904,2,1,1,2,0,3.7721450128697445,1
_cpuid_c.abi3.so,17056,2,1,1,2,0,3.0858381772208943,1
_ed25519.abi3.so,53368,9,8,1,10,0,2.854897916672944,1
_ec_ws.abi3.so,716656,9,24,1,53,0,3.6076509998426394,1
_x25519.abi3.so,34920,9,4,1,2,0,2.2992564332070478,1
_ed448.abi3.so,59272,9,12,1,41,0,2.632208356213358,1
_raw_eksblowfish.abi3.so,34440,8,6,1,2,0,3.024891319662376,1
_pkcs1_decode.abi3.so,33432,8,5,1,1,0,1.9686214136146925,1
_raw_ecb.abi3.so,17216,2,1,1,4,0,3.0346566662361756,1
_raw_des.abi3.so,67552,8,6,1,2,0,2.216769892853701,1
_raw_cfb.abi3.so,34264,8,6,1,4,0,2.5968973797841524,1
_raw_cast.abi3.so,34504,8,6,1,2,0,2.9831998277427414,1
_raw_aes.abi3.so,50736,8,3,1,2,0,2.936219167456729,1
_raw_ctr.abi3.so,34432,8,6,1,4,0,2.514936749540578,1
_raw_cbc.abi3.so,33984,7,7,1,4,0,2.1613310855085786,1
_raw_des3.abi3.so,67560,8,6,1,2,0,2.2181642862383786,1
_raw_blowfish.abi3.so,34208,8,6,1,2,0,2.9637472970448693,1
_raw_ocb.abi3.so,34592,8,7,1,7,0,2.63278928852064,1
_chacha20.abi3.so,34120,8,5,1,5,0,2.5422444663646773,1
_raw_aesni.abi3.so,34512,8,8,1,2,0,2.5417699665235998,1
_raw_ofb.abi3.so,33936,7,6,1,4,0,2.1219188839393746,1
_raw_arc2.abi3.so,34000,8,6,1,2,0,2.9504789697580174,1
_ARC4.abi3.so,33608,8,3,1,3,0,2.7654058475580405,1
_Salsa20.abi3.so,34136,8,5,1,4,0,2.325272468965161,1
_scrypt.abi3.so,33664,8,5,1,1,0,2.386225845864776,1
_modexp.abi3.so,57408,9,12,1,30,0,2.5812223097284765,1
_SHA384.abi3.so,35048,9,9,1,6,0,2.9881105750607437,1
_MD2.abi3.so,34224,9,8,1,5,0,3.1565593304223336,1
_SHA256.abi3.so,35048,9,9,1,6,0,2.93262118240289,1
_SHA512.abi3.so,35064,9,9,1,6,0,3.091117417350687,1
_keccak.abi3.so,35080,9,8,1,7,0,2.4652160181668266,1
_MD4.abi3.so,34304,10,7,1,5,0,2.2331706099978437,1
_SHA1.abi3.so,35024,9,8,1,6,0,2.825402176208011,1
_ghash_clmul.abi3.so,33664,8,3,1,3,0,2.0537647749006034,1
_poly1305.abi3.so,34688,9,8,1,4,0,2.453975255924441,1
_BLAKE2s.abi3.so,34400,8,8,1,5,0,2.619725114957237,1
_MD5.abi3.so,35000,9,8,1,6,0,2.8521469526559247,1
_RIPEMD160.abi3.so,34440,8,6,1,5,0,2.4993751448469492,1
_ghash_portable.abi3.so,33744,7,4,1,3,0,2.120073780083977,1
_SHA224.abi3.so,35048,9,9,1,6,0,2.9347182126210782,1
_BLAKE2b.abi3.so,34400,8,8,1,5,0,2.6371446674609675,1
mac,13783992,34,1100,23,18,0,3.070680246969915,1
Mokes,14371256,34,1085,24,1715,0,3.06246079814017,1
MacSweeper,451960,27,150,4,0,0,2.7682806021603055,1
FlashBack,59861,13,47,3,1,0,3.2263971151606516,1
DevilRobber,13088,8,27,7,0,0,2.6241877922830117,1
fxagent,34852,10,69,11,0,0,2.667094384755575,1
openal.dylib,256696,19,4,0,0,0,2.9261068811403215,1
libjinput-osx.jnilib,64608,9,32,1,0,0,2.0786422304047534,1
liblwjgl.jnilib,1213968,15,35,3,0,0,2.4390174555721162,1
fxagent,34852,10,69,11,0,0,2.667094384755575,1
openal.dylib,256696,19,4,0,0,0,2.9261068811403215,1
libjinput-osx.jnilib,64608,9,32,1,0,0,2.0786422304047534,1
liblwjgl.jnilib,1213968,15,35,3,0,0,2.4390174555721162,1
Gopher,145276,18,51,1,139,0,2.4840197315188153,1
init,57832,11,44,3,21,0,2.8918928389163603,1
iWebUpdate,161624,14,65,8,1,0,2.7418772761878896,1
GoPhoto,478448,34,206,3,1,1,2.501961835218747,1
com.apple.audio.driver,983040,2,0,0,0,0,0.0,1
Stage_3,11843410,14,238,12,1982,0,2.792191027329548,1
swiftBucket_stage2,239008,22,161,3,2,1,2.3089669829567985,1
Internal PDF Viewer,215488,28,130,1,1,1,2.461357019540022,1
applet,8648,10,4,1,1,0,1.8861393374491076,1
softwareupdate,708720,29,698,74,1,0,3.036446885544864,1
EmptyApplication,38324,17,26,2,6,0,2.061751964604987,1
Noi dung chi tiet,96708,28,159,5,6,0,2.5830637647660417,1
Noi dung chi tiet,96708,28,159,5,6,0,2.5830637647660417,1
flashlightd,47944,1,0,0,0,0,7.745142611000004,1
spellagentd,108232,16,105,11,6,0,3.090955986702835,1
mount_devfs,266352,17,120,11,1,0,3.1409038756068735,1
2nd-stage.bin,650476,14,85,3,1,0,3.1654555569821063,1
softwareupdated,11644464,13,105,9,0,0,3.045566423263805,1
covid,704528,1,0,0,0,0,7.875785053924713,1
vpn,109464,30,143,2,1,0,2.5165585163836326,1
OOMP,39596,11,112,4,0,0,2.489406176923765,1
binder,1766908,26,71,2,14,0,2.5323915187855244,1
kextd,89116,28,111,2,0,0,2.46876162394286,1
MacKontrol,95828,18,76,3,0,0,2.218844724811984,1
MacKontrol.dmg,100376,18,81,4,0,0,2.271274447512976,1
Esilet-tmpg7lpp,39156,9,68,10,0,0,3.2109762199250795,1
safarifontsagent,153424,10,48,8,1,1,2.9925234670981853,1
Coinbase_online_careers_2022_07.pdf_,958160,9,34,2,1,1,3.449699771554301,1
FinderFontsUpdater,186240,24,88,2,1,1,2.448019261679971,1
Mantle,154436,29,120,1,30,1,2.4554828437525176,1
Mantle,154436,29,120,1,30,1,2.4554828437525176,1
Esilet Helper,257800,18,112,1,1,0,2.7231930715244417,1
ReactiveCocoa,868188,31,391,13,118,1,2.7595982881284025,1
ReactiveCocoa,868188,31,391,13,118,1,2.7595982881284025,1
Esilet Helper (Renderer),257800,18,112,1,1,0,2.7231930715244417,1
Esilet Helper (GPU),257800,18,112,1,1,0,2.7231930715244417,1
Esilet Helper (Plugin),257800,18,112,1,1,0,2.7231930715244417,1
Electron Framework,115640104,37,2186,45,10851,0,2.949140330717463,1
Electron Framework,115640104,37,2186,45,10851,0,2.949140330717463,1
libEGL.dylib,203452,15,78,1,87,0,2.7079192714029103,1
libswiftshader_libEGL.dylib,231344,20,94,1,54,0,2.520425016556279,1
libGLESv2.dylib,4076492,28,176,1,2734,0,2.6775196817836346,1
libffmpeg.dylib,2949912,16,155,1,1697,0,3.30193470601274,1
libswiftshader_libGLESv2.dylib,3362560,22,178,4,290,0,2.6098016405071593,1
crashpad_handler,973736,26,297,9,1,0,2.757903134451816,1
Squirrel,247520,30,246,3,42,0,2.483034098797329,1
Squirrel,247520,30,246,3,42,0,2.483034098797329,1
ShipIt,743784,34,247,1,138,0,2.8698526985127195,1
Esilet,186052,15,81,1,1,0,2.8219070133067006,1
MacOs,1458520,1,0,0,0,0,7.925201297054983,1
BackTrack,101248,30,116,2,25,0,2.422296826838991,1
Calisto,120400,26,211,1,1,0,2.502872288195189,1
libswiftDispatch.dylib,36784,12,18,1,42,1,1.7006017278000185,1
libswiftFoundation.dylib,526944,24,257,2,827,1,2.6680835013050612,1
libswiftAppKit.dylib,63744,23,55,1,62,1,2.1089236788226957,1
libswiftDarwin.dylib,83408,17,111,1,354,1,2.2242386890038937,1
libswiftObjectiveC.dylib,64352,21,57,1,72,1,2.246729861215263,1
libswiftCoreImage.dylib,30816,5,6,1,1,1,1.1064118049969154,1
libswiftCoreData.dylib,41024,11,7,1,43,1,1.9127552461813762,1
libswiftCore.dylib,5013408,36,218,1,11128,1,2.485648990669152,1
libswiftCoreGraphics.dylib,113968,20,138,1,322,1,2.2996523417051895,1
CryptoSwift,635460,27,609,1,447,0,2.557587874615198,1
CryptoSwift,635460,27,609,1,447,0,2.557587874615198,1
Alamofire,1144236,27,867,2,727,0,2.681847402537846,1
Alamofire,1144236,27,867,2,727,0,2.681847402537846,1
Mac Internet Security X9 Installer,120400,26,211,1,1,0,2.502872288195189,1
Yontoo,386000,26,1397,0,1,0,3.522673560993622,1
patch,87920,13,96,8,0,0,2.8563070646291795,1
63098c56b112c40522d224caae42b2aa44e5d62205457c1955782776d1915d6c,156544,12,68,8,68,0,2.8162951989122607,1
usrnode,109376,31,125,2,1,1,2.5606215451020526,1
usrnode,109376,31,125,2,1,1,2.5606215451020526,1
usrnode,109440,31,126,2,1,1,2.5663215150403778,1
usrnode,109312,31,124,2,1,1,2.5420086981292247,1
GetShell,20800,4,1,0,0,0,1.857258242720703,1
254a442ce7d8a2fcfb83c1db2c6d606685906301dc375a9150e987607d422804,34216,6,25,3,2,0,3.0298338627606225,1
Jami,770832,14,144,5,28,0,3.3428546816342246,1
libqicns.dylib,46248,13,97,3,2,0,2.8127595434115373,1
libqwbmp.dylib,31076,13,68,3,2,0,2.628063140839357,1
libqmacjp2.dylib,37612,13,97,3,2,0,2.6623544751257686,1
libqmacheif.dylib,41844,13,99,3,2,0,2.648536026956968,1
libqjpeg.dylib,432112,13,150,3,2,0,3.1283044601040597,1
libqwebp.dylib,636284,14,104,3,130,0,3.2187453657594376,1
libqtiff.dylib,450376,14,137,3,2,0,2.9311444954374486,1
libqtga.dylib,30436,13,61,3,2,0,2.666295173808908,1
libqico.dylib,41264,13,87,3,2,0,2.7235079425697197,1
libqgif.dylib,43120,13,68,3,2,0,2.6876813231145906,1
libqgenericbearer.dylib,51044,13,129,6,2,0,2.8527516424800727,1
libqsvgicon.dylib,47124,14,106,4,2,0,2.513807842463503,1
libqcocoa.dylib,1799156,34,1900,91,150,0,2.851832539661647,1
libqtvirtualkeyboard_thai.dylib,41640,14,69,3,2,0,2.945044917281394,1
libqtvirtualkeyboard_tcime.dylib,312804,16,120,3,2,0,2.989953370743862,1
libqtvirtualkeyboard_pinyin.dylib,1220764,15,158,3,2,0,3.121113170707363,1
libqtvirtualkeyboard_hangul.dylib,63380,15,82,3,2,0,2.8472633434765835,1
libqtvirtualkeyboard_openwnn.dylib,1518088,15,125,3,2,0,3.2875348090889407,1
libcocoaprintersupport.dylib,28192,13,31,4,2,0,2.4408375684086474,1
libqtvirtualkeyboardplugin.dylib,50724,15,117,3,2,0,2.571728797543027,1
libqmacstyle.dylib,214224,30,511,7,4,0,2.5442158426842467,1
libqtlabsplatformplugin.dylib,239084,13,395,28,2,0,3.2118062313759035,1
libqtquick2plugin.dylib,32144,12,31,3,2,0,2.410443993665018,1
libqtquickcontrols2plugin.dylib,505052,14,368,3,2,0,2.9224361673417794,1
libqtquickcontrols2universalstyleplugin.dylib,459340,14,234,4,2,0,2.8390058245580554,1
libwindowplugin.dylib,27544,11,27,3,2,0,2.416482003289332,1
libqtquickcontrols2imaginestyleplugin.dylib,1507836,14,273,3,4,0,3.2381864564534877,1
libqtquickcontrols2fusionstyleplugin.dylib,453228,14,175,4,2,0,2.808640190513606,1
libqtgraphicaleffectsplugin.dylib,68692,13,29,3,2,0,2.4270271418715206,1
libqtgraphicaleffectsprivate.dylib,67188,13,165,3,6,0,2.922046894729919,1
libqtquicktemplates2plugin.dylib,409252,13,1038,3,2,0,2.918735411997006,1
libqtquickcontrols2materialstyleplugin.dylib,566880,14,246,7,2,0,2.958337194777247,1
QtQuickTemplates2,1275328,14,822,19,3135,0,2.88649806549439,1
QtQuickTemplates2,1275328,14,822,19,3135,0,2.88649806549439,1
QtGui,6158528,20,1194,15,8402,0,2.8647454571123725,1
QtGui,6158528,20,1194,15,8402,0,2.8647454571123725,1
QtQml,4038976,14,955,17,3474,0,2.994518273223545,1
QtQml,4038976,14,955,17,3474,0,2.994518273223545,1
QtQmlWorkerScript,56424,11,142,6,2,0,2.97304795490746,1
QtQmlWorkerScript,56424,11,142,6,2,0,2.97304795490746,1
QtCore,6414064,34,476,21,6285,0,2.66904007947174,1
QtCore,6414064,34,476,21,6285,0,2.66904007947174,1
QtPrintSupport,311728,25,697,10,453,0,2.6902660537250886,1
QtPrintSupport,311728,25,697,10,453,0,2.6902660537250886,1
QtSvg,328168,12,586,5,473,0,3.1967419029643964,1
QtSvg,328168,12,586,5,473,0,3.1967419029643964,1
QtQmlModels,563932,14,492,15,534,0,2.8210240951230294,1
QtQmlModels,563932,14,492,15,534,0,2.8210240951230294,1
QtQuickControls2,200048,12,479,10,331,0,2.998903887680743,1
QtQuickControls2,200048,12,479,10,331,0,2.998903887680743,1
QtDBus,487132,14,368,18,435,0,2.900244263913465,1
QtDBus,487132,14,368,18,435,0,2.900244263913465,1
QtNetwork,1406836,18,885,35,1452,0,2.667165130209058,1
QtNetwork,1406836,18,885,35,1452,0,2.667165130209058,1
QtQuick,4656348,14,2384,63,5743,0,3.2745909628314207,1
QtQuick,4656348,14,2384,63,5743,0,3.2745909628314207,1
QtWidgets,5935320,18,2558,39,8825,0,3.065705626338089,1
QtWidgets,5935320,18,2558,39,8825,0,3.065705626338089,1
QtVirtualKeyboard,1889020,14,409,10,656,0,2.9570266347380794,1
QtVirtualKeyboard,1889020,14,409,10,656,0,2.9570266347380794,1
Jami,770832,14,144,5,28,0,3.3428546816342246,1
Wirenet,78140,14,130,16,1,0,3.34462206606545,1
Finder,63768,13,173,14,0,0,3.2575277813865218,1
skypelog,39812,8,33,0,0,0,2.007255224793976,1
LogKextInstaller,71896,19,35,1,0,0,2.0225463620385407,1
libsqlite3.7.5.dylib,1801716,13,65,1,0,0,3.4563962454725945,1
Connection,1632596,26,363,14,0,0,3.1161141550385048,1
DropletLauncher,46860,18,17,0,0,0,1.6690269805828841,1
Connection,1632596,26,363,14,0,0,3.1161141550385048,1
DropletLauncher,46860,18,17,0,0,0,1.6690269805828841,1
Connection,1632596,26,363,14,0,0,3.1161141550385048,1
DropletLauncher,46860,18,17,0,0,0,1.6690269805828841,1
EDMessage,377628,25,97,2,0,0,2.778826762996283,1
EDMessage,377628,25,97,2,0,0,2.778826762996283,1
EDMessage,377628,25,97,2,0,0,2.778826762996283,1
EDCommon,458220,26,140,4,0,0,3.221939678194452,1
EDCommon,458220,26,140,4,0,0,3.221939678194452,1
EDCommon,458220,26,140,4,0,0,3.221939678194452,1
ShortcutRecorder,238516,24,90,1,0,0,2.3613237006764827,1
ShortcutRecorder,238516,24,90,1,0,0,2.3613237006764827,1
ShortcutRecorder,238516,24,90,1,0,0,2.3613237006764827,1
AbkPro,389852,25,172,9,0,0,2.7043559985878733,1
General.rtf,139264,2,0,0,0,0,0.0,1
General.rtf,139264,2,0,0,0,0,0.0,1
Sparkle,507456,26,127,0,0,1,2.762525752503053,1
Sparkle,507456,26,127,0,0,1,2.762525752503053,1
relaunch,58928,19,19,0,0,0,1.8942531312114328,1
Growl,660640,31,281,21,275,1,2.713553902511559,1
Growl,660640,31,281,21,275,1,2.713553902511559,1
Transmission,1269584,34,529,30,1,1,2.7357362561294996,1
QuickLookPlugin,778272,28,321,25,1474,0,2.439427192381344,1
i,587340,30,466,15,35,0,2.9572101717289723,1
Mughthesec,2700424,32,786,34,1834,0,2.8016566624498225,1
libcurl.4.dylib,357216,14,120,8,61,1,2.5795623077401215,1
mac,496176,30,418,13,30,1,2.891782767479838,1
libcurl.4.dylib,357216,14,120,8,61,1,2.5795623077401215,1
mac,496176,30,418,13,30,1,2.891782767479838,1
dmgr,437536,32,222,2,58,1,3.286401753203997,1
FileZilla-Installer,289856,2,0,0,0,1,0.0,1
expect,101840,5,19,0,1,1,3.077935152042943,0
time,135248,8,35,1,1,1,3.143189392194974,0
ed,202576,9,66,1,1,1,2.996948867120406,0
ktrace,417408,17,272,6,1,1,2.6858232106602924,0
pluginkit,138496,16,66,0,1,1,2.4762324912094593,0
javap,135664,11,35,0,1,1,2.967061289411817,0
ldapmodrdn,754544,14,248,3,1,1,2.9591533451304017,0
flex++,118848,10,13,0,1,1,2.23610416522408,0
shortcuts,386304,34,321,0,1,1,3.1198176346272883,0
jrunscript,135664,11,35,0,1,1,2.967061289411817,0
lsvfs,117888,8,14,0,1,1,2.7877111664454266,0
pack200,135664,11,35,0,1,1,2.967061289411817,0
apply,102400,6,37,0,1,1,3.788940425033601,0
nfsd,310304,12,197,7,1,1,2.6435489531603413,0
uupick,223408,11,89,3,1,1,2.8359575146643246,0
systemextensionsctl,176096,24,115,7,1,1,2.787255673829628,0
reboot,120176,9,54,0,1,1,3.3779385121595737,0
ldapexop,754592,14,249,3,1,1,2.968984044757513,0
lpr,119200,9,39,1,1,1,2.6789428605150594,0
basename,101584,6,19,0,1,1,3.6080757811697493,0
fstyp_udf,101568,8,18,0,1,1,2.539667815243092,0
bison,118848,10,13,0,1,1,2.23610416522408,0
sw_vers,135552,7,27,5,1,1,2.9470461836696975,0
kswitch,235856,10,139,0,12,1,2.6523374406706455,0
mddiagnose,400896,29,301,8,1,1,2.8192102992969725,0
git-upload-pack,118848,10,13,0,1,1,2.23610416522408,0
c++,118848,10,13,0,1,1,2.23610416522408,0
javaws,135664,11,35,0,1,1,2.967061289411817,0
vimdiff,5469856,15,251,5,1,1,3.3062722102982267,0
lipo,118848,10,13,0,1,1,2.23610416522408,0
jq,1376384,12,123,0,1,1,3.1694711343030146,0
clear,100976,6,6,0,1,1,2.756065118937102,0
pgrep,138240,9,76,1,1,1,2.962368205844582,0
bash,1293888,11,201,5,1,1,3.187769826549935,0
ld,118848,10,13,0,1,1,2.23610416522408,0
rev,101328,6,14,0,1,1,3.4539825272695013,0
usbcfwflasher,87504,14,43,0,1,1,2.825483372452876,0
sed,170320,10,80,1,1,1,2.746298603348064,0
uustat,291040,11,106,4,1,1,2.994016221952103,0
whois,135328,8,39,2,1,1,3.2808204830820413,0
db_verify,2058992,11,131,6,1,1,3.325737540995438,0
unzipsfx,269056,9,90,3,78,1,2.989780813877288,0
c89,118848,10,13,0,1,1,2.23610416522408,0
xml2man,118848,10,13,0,1,1,2.23610416522408,0
jcmd,135664,11,35,0,1,1,2.967061289411817,0
hostinfo,101536,7,15,0,1,1,3.0449672450147056,0
g++,118848,10,13,0,1,1,2.23610416522408,0
bzcat,169296,10,56,1,1,1,2.7687192762050468,0
passwd,139840,10,97,1,1,1,2.713315683032295,0
codesign,394768,20,373,3,18,1,3.246667976519155,0
chgrp,118576,10,31,1,1,1,2.864219675598428,0
jimage,135664,11,35,0,1,1,2.967061289411817,0
nano,1441424,11,152,3,1,1,3.6803683915575216,0
cc,118848,10,13,0,1,1,2.23610416522408,0
locate,135152,9,33,0,1,1,2.690868064506483,0
sdiff,136672,10,65,0,1,1,2.724086521526277,0
whereis,102512,7,39,0,1,1,3.356667856887008,0
rmdir,101120,10,11,1,1,1,2.4883342438270626,0
pmset,368960,17,271,16,1,1,2.837563772943786,0
security,661696,28,642,12,1,1,3.2124869284788526,0
vis,118256,8,22,0,1,1,2.979231303155708,0
dns-sd,207792,10,85,7,1,1,3.0558978906950856,0
mount_afp,134960,6,24,0,1,1,3.0291460456326935,0
ldapwhoami,754544,14,249,3,1,1,2.968457847699731,0
bzfgrep,153824,10,76,0,1,1,2.8160263793393283,0
bm4,118848,10,13,0,1,1,2.23610416522408,0
kinit,199888,9,172,1,9,1,2.793801458811787,0
ictool,118912,10,12,0,1,1,2.1561904087499904,0
automationmodetool,136432,11,31,0,1,1,3.0140702072257004,0
git-shell,118848,10,13,0,1,1,2.23610416522408,0
snmpstatus,135856,6,31,0,1,1,3.1016695040405016,0
bputil,196896,7,1,0,1,1,2.34987840609655,0
Rez,118848,10,13,0,1,1,2.23610416522408,0
serialver,135664,11,35,0,1,1,2.967061289411817,0
ipcrm,101536,10,20,1,1,1,2.540017763758361,0
kgetcred,174944,8,61,0,7,1,3.0708967904773417,0
unexpand,101600,7,20,0,1,1,3.1289268424704906,0
grep,153824,10,76,0,1,1,2.8160263793393283,0
crontab,171168,9,92,1,1,1,3.0304127999212063,0
nscurl,257936,23,106,6,1,1,3.221399301017698,0
tnameserv,135664,11,35,0,1,1,2.967061289411817,0
pip3,118848,10,13,0,1,1,2.23610416522408,0
infocmp,203632,9,81,0,1,1,3.1804518432371798,0
diff3,135376,8,33,0,1,1,3.1638304067137466,0
sync,100784,5,2,0,1,1,2.4047352214394673,0
tput,119440,7,49,1,1,1,2.932694888267752,0
fold,101808,7,24,0,1,1,3.1165505648407383,0
who,135472,8,40,0,1,1,2.8836568756632097,0
fsck,118960,7,40,0,1,1,2.7812957135448557,0
fmt,134896,8,27,0,1,1,2.7758265672305393,0
mount_fdesc,117888,6,13,0,1,1,2.9019596296196806,0
snmptable,136592,8,50,0,1,1,2.4876707068109707,0
stat,118768,10,36,1,1,1,2.7020758973055616,0
expand,101616,7,20,0,1,1,3.1903850908440647,0
jstat,135664,11,35,0,1,1,2.967061289411817,0
sourcekit-lsp,118848,10,13,0,1,1,2.23610416522408,0
lprm,101632,8,18,1,1,1,2.5216813411820773,0
jconsole,135664,11,35,0,1,1,2.967061289411817,0
timesyncanalyse,501440,20,71,0,1,1,3.5845365060740035,0
sysdiagnose,207808,25,113,4,1,1,2.64789545709824,0
gcov,118848,10,13,0,1,1,2.23610416522408,0
hidutil,172496,19,74,6,1,1,2.445638181029235,0
tsort,101872,7,25,0,1,1,3.1810302618253417,0
plockstat,136768,9,49,0,1,1,2.6445004822200833,0
killall,119088,6,43,1,1,1,3.8628130258021103,0
halt,120176,9,54,0,1,1,3.3779385121595737,0
